CATEGORIANIIF;MONEDA;CARTERA;EMISOR;NEMOEMISOR;NEMOTECNICO;ISIN;COMPRA;VENCIMIENTO;MONTOFACIAL;REFERENCIA;CODINVENTARIO;CALIFICADORASUGEF;CALIFICACIONSUGEF;MOODYS;S&P;FITCH CRI;FITCH INTER.;SCRC;VMKTCRC
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B57H5;01/29/2020;12/22/2021;100000000.00;TV3135-1;12220;S&P INTER.;B;B2;B;;B+;;102062594.630000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;10/25/2019;02/22/2023;201800000.00;TV2696-1;11481;S&P INTER.;B;B2;B;;B+;;214246600.300000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;10/25/2019;02/22/2023;500000000.00;TV2695-1;11480;S&P INTER.;B;B2;B;;B+;;530838950.200000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;11/19/2019;02/22/2023;298200000.00;TV2793-1;11683;S&P INTER.;B;B2;B;;B+;;322876592.900000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;12/13/2019;02/22/2023;83250000.00;TV2972-1;11935;S&P INTER.;B;B2;B;;B+;;90390992.140000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;12/13/2019;02/22/2023;475000000.00;TV2969-1;11932;S&P INTER.;B;B2;B;;B+;;515744399.590000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;12/20/2019;02/22/2023;500000000.00;TV3043-1;12022;S&P INTER.;B;B2;B;;B+;;544085835.710000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;12/20/2019;02/22/2023;1000000000.00;TV3037-1;12016;S&P INTER.;B;B2;B;;B+;;1088171671.420000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;12/20/2019;02/22/2023;1000000000.00;TV3039-1;12018;S&P INTER.;B;B2;B;;B+;;1088171671.420000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;12/20/2019;02/22/2023;1000000000.00;TV3041-1;12020;S&P INTER.;B;B2;B;;B+;;1088171671.420000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/19/2020;02/22/2023;100000000.00;TV3196-1;12359;S&P INTER.;B;B2;B;;B+;;109652733.260000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/19/2020;02/22/2023;100000000.00;TV3198-1;12361;S&P INTER.;B;B2;B;;B+;;109652733.260000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/19/2020;02/22/2023;900000000.00;TV3197-1;12360;S&P INTER.;B;B2;B;;B+;;986874599.320000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/19/2020;02/22/2023;1000000000.00;TV3199-1;12362;S&P INTER.;B;B2;B;;B+;;1096527332.580000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/19/2020;02/22/2023;1000000000.00;TV3207-1;12369;S&P INTER.;B;B2;B;;B+;;1096527332.580000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/20/2020;02/22/2023;1000000000.00;TV3215-1;12384;S&P INTER.;B;B2;B;;B+;;1096577257.780000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/20/2020;02/22/2023;1000000000.00;TV3217-1;12386;S&P INTER.;B;B2;B;;B+;;1096577257.780000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/20/2020;02/22/2023;1000000000.00;TV3225-1;12393;S&P INTER.;B;B2;B;;B+;;1096577257.780000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/21/2020;02/22/2023;1000000000.00;TV3229-1;12408;S&P INTER.;B;B2;B;;B+;;1096627185.930000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/21/2020;02/22/2023;1000000000.00;TV3230-1;12409;S&P INTER.;B;B2;B;;B+;;1096627185.930000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/24/2020;02/22/2023;2000000000.00;TV3232-1;12424;S&P INTER.;B;B2;B;;B+;;2193588933.390000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/25/2020;02/22/2023;1000000000.00;TV3245-1;12442;S&P INTER.;B;B2;B;;B+;;1096851899.060000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/25/2020;02/22/2023;1000000000.00;TV3246-1;12443;S&P INTER.;B;B2;B;;B+;;1096851899.060000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/27/2020;02/22/2023;250000000.00;TV3272-1;12481;S&P INTER.;B;B2;B;;B+;;274241693.870000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B73G4;12/06/2019;06/29/2022;130000000.00;TV2904-1;11862;S&P INTER.;B;B2;B;;B+;;136523817.020000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B73G4;12/18/2019;06/29/2022;480000000.00;TV3009-1;11978;S&P INTER.;B;B2;B;;B+;;505161033.780000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B80H7;10/11/2019;09/21/2022;500000000.00;TV2628-1;11325;S&P INTER.;B;B2;B;;B+;;506211196.470000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B80H7;11/14/2019;09/21/2022;25000000.00;TV2770-1;11628;S&P INTER.;B;B2;B;;B+;;25742586.670000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B80H7;01/23/2020;09/21/2022;250000000.00;TV3119-1;12184;S&P INTER.;B;B2;B;;B+;;261587828.950000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;11/26/2019;12/21/2022;54000000.00;TV2833-1;11768;S&P INTER.;B;B2;B;;B+;;59780746.740000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;11/28/2019;12/21/2022;50000000.00;TV2853-1;11791;S&P INTER.;B;B2;B;;B+;;55360655.260000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;11/28/2019;12/21/2022;225000000.00;TV2851-1;11789;S&P INTER.;B;B2;B;;B+;;249122948.680000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;12/05/2019;12/21/2022;84000000.00;TV2898-1;11847;S&P INTER.;B;B2;B;;B+;;93101570.450000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;02/06/2020;12/21/2022;688150000.00;TV3153-1;12266;S&P INTER.;B;B2;B;;B+;;763675069.090000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;02/17/2020;12/21/2022;1000000000.00;TV3190-1;12345;S&P INTER.;B;B2;B;;B+;;1116296917.400000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;02/18/2020;12/21/2022;94000000.00;TV3192-1;12350;S&P INTER.;B;B2;B;;B+;;104941657.360000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93H0;10/23/2019;09/23/2020;1500000000.00;TV2680-1;11448;S&P INTER.;B;B2;B;;B+;;1544640352.940000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B96G5;10/09/2019;06/28/2023;4000000.00;TV2616-1;11297;S&P INTER.;B;B2;B;;B+;;4197723.010000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B96G5;12/17/2019;06/28/2023;15000000.00;TV3004-1;11969;S&P INTER.;B;B2;B;;B+;;16262989.770000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B96G5;12/19/2019;06/28/2023;85000000.00;TV3029-1;12004;S&P INTER.;B;B2;B;;B+;;92173337.410000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp;CRG0000B96G5;02/13/2020;06/28/2023;2500000000.00;TV3179-1;12308;S&P INTER.;B;B2;B;;B+;;2743486507.450000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;TP CRC;0NRBNCR00466;01/02/2020;01/14/2022;50000000.00;TV3071-1;12064;S&P INTER.;B;B2;B;;B+;;51301727.780000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;TP CRC;0NRBNCR00467;01/02/2020;02/15/2022;50000000.00;TV3073-1;12066;S&P INTER.;B;B2;B;;B+;;51301727.780000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;TP CRC;0NRBNCR00468;01/02/2020;03/15/2022;50000000.00;TV3074-1;12067;S&P INTER.;B;B2;B;;B+;;51301727.780000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp0;CRG0000C67I0;10/15/2019;07/09/2020;2000000000.00;TV2642-1;11372;S&P INTER.;B;;B;;B;;1997686125.090000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp0;CRG0000C67I0;10/24/2019;07/09/2020;1500000000.00;TV2687-1;11469;S&P INTER.;B;;B;;B;;1498314852.550000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp0;CRG0000C69I6;11/13/2019;10/14/2020;2500000000.00;TV2762-1;11611;S&P INTER.;B;;B;;B;;2469608757.660000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tpras;CRG0000B12I8;06/29/2018;02/09/2028;25000000000.00;TV1639-1;6594;S&P INTER.;B;B2;B;;B+;;25863011478.220000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tpras;CRG0000B64I9 ;04/15/2020;01/24/2029;5000000000.00;TV3429-1;12848;S&P INTER.;B;B2;B;;B+;;5178238611.100000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tpras;CRG0000B75H7;02/01/2017;03/18/2026;10000000000.00;TV2860-1;11801;S&P INTER.;B;B2;B;;B+;;10203968611.110000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tpras;CRG0000B75H7;02/03/2017;03/18/2026;24322300000.00;TV663-1;1540;S&P INTER.;B;B2;B;;B+;;24818398575.000000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tpras;CRG0000B76H5;02/03/2017;03/24/2021;35000000000.00;TV661-1;1538;S&P INTER.;B;B2;B;;B+;;35328843472.220000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tpras;CRG0000B76H5;10/26/2018;03/24/2021;33793300000.00;TV1830-1;7591;S&P INTER.;B;B2;B;;B+;;34116391407.980000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tpras;CRG0000B76H5;10/30/2018;03/24/2021;33000000000.00;TV1835-1;7662;S&P INTER.;B;B2;B;;B+;;33310052416.670000
COSTO AMORTIZADO;CRC;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tpras;CRG0000B77H3;10/29/2018;03/22/2023;19827300000.00;TV1832-1;7625;S&P INTER.;B;B2;B;;B+;;20173850865.210000
COSTO AMORTIZADO;CRC;REPOS;OPERACIONES DIFERIDAS DE LIQUIDEZ-BCCR;MILBCCR$;OPER MIL ACT CRC;NO;;07/01/2020;250000000000.00;RP10071;13228;;;;;;;;250005208333.250000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;BANCO LATINOAMÉRICA DE COMERCIO EXTERIOR ;BL;bbl20;US05972UM784;06/05/2020;12/07/2020;5000000.00;TV3630-1;13084;MOODYS INTER.;P2;P2;;;F2;;2901821109.490000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;BANCO LATINOAMÉRICA DE COMERCIO EXTERIOR ;BL;bbl21;US05972UPQ30;02/26/2020;02/24/2021;5000000.00;TV3248-1;12458;FITCH INTER.;F3;P2;;;F3;;2880441726.640000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;BARCLAYS PLC;BARCL;bba21;US06738EAL92;03/12/2020;01/12/2021;5000000.00;TV3330-1;12592;S&P INTER.;BBB;Baa2;BBB;;A;;2990382349.070000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;CREDIT SUISSE GROUP FUNDING LTD;CSGF;bcs22;US225433AH43;06/26/2020;09/15/2022;2500000.00;TV3709-1;13214;S&P INTER.;BBB+;Baa2;BBB+;;A-;;1571450961.850000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;CVS HEALTH CORPORATION;CVS;bcv22;US126650CK42;06/26/2020;07/20/2022;2500000.00;TV3710-1;13215;S&P INTER.;BBB;Baa2;BBB;;;;1563376603.880000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;DEUTSCHE BANK FRANKFURT;DBK;bdb21;XS2127535131;02/26/2020;02/24/2021;10000000.00;TV3249-1;12459;S&P INTER.;BBB+;;BBB+;;;;5761630728.920000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp$;CRG0000B82H3;06/14/2017;11/18/2020;40000000.00;TV859-1;3044;S&P INTER.;B;B2;B;;B+;;23515064463.750000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;HSBC HOLDINGS PLC;HSBLN;bhs23;US404280BJ78;06/26/2020;03/13/2023;5000000.00;TV3711-1;13216;MOODYS INTER.;A2;A2;A-;;A+;;3053078352.790000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;NOMURA BANK;NOMUR;cdp$;0NRBNCR00465;11/29/2019;08/28/2020;40000000.00;TV2861-1;11804;S&P INTER.;A2;;;;;;23351269800.000000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus20;US9127962Z13;05/14/2020;11/12/2020;5000000.00;TV3519-1;12980;MOODYS INTER.;P1;P1;;;;;2915793506.320000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus20;US9128283G32;08/01/2019;11/15/2020;50000000.00;TV2437-1;10530;S&P INTER.;AA+;Aaa;AA+;;AAA;;29216218896.080000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus20;US9128283G32;02/28/2020;11/15/2020;19500000.00;TV3273-1;12492;S&P INTER.;AA+;Aaa;AA+;;AAA;;11423297018.180000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus20;US9128283L27;02/28/2020;12/15/2020;15200000.00;TV3275-1;12494;S&P INTER.;AA+;Aaa;AA+;;AAA;;8902098087.260000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus20;US9128284Y39;07/22/2019;08/31/2020;50000000.00;TV2409-1;10447;S&P INTER.;AA+;Aaa;AA+;;AAA;;29463214373.360000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus20;US912828Y461;06/25/2019;07/31/2020;10000000.00;TV2356-1;10204;S&P INTER.;AA+;Aaa;AA+;;AAA;;5902289168.120000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus21;US9127962Q14;05/06/2020;04/22/2021;5600000.00;TV3468-1;12961;MOODYS INTER.;P1;P1;;;;;3263394271.630000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus21;US9128283X64;08/09/2019;02/15/2021;50000000.00;TV2471-1;10587;S&P INTER.;AA+;Aaa;AA+;;AAA;;29518142587.380000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus21;US9128283X64;01/30/2020;02/15/2021;7000000.00;TV3139-1;12230;S&P INTER.;AA+;Aaa;AA+;;AAA;;4137125763.780000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus21;US9128283X64;02/07/2020;02/15/2021;5100000.00;TV3155-1;12272;S&P INTER.;AA+;Aaa;AA+;;AAA;;3013901480.490000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus21;US9128284B36;01/30/2020;03/15/2021;5600000.00;TV3140-1;12231;S&P INTER.;AA+;Aaa;AA+;;AAA;;3309983958.430000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus21;US912828C574;01/30/2020;03/31/2021;7000000.00;TV3141-1;12232;S&P INTER.;AA+;Aaa;AA+;;AAA;;4129841484.830000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus21;US912828D721;05/19/2020;08/31/2021;40000000.00;TV3542-1;13005;S&P INTER.;AA+;Aaa;AA+;;AAA;;23996124690.600000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus21;US912828PX26;02/25/2020;02/15/2021;6950000.00;TV3240-1;12437;S&P INTER.;AA+;Aaa;AA+;;AAA;;4166332732.810000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus21;US912828T347;11/26/2019;09/30/2021;10200000.00;TV2826-1;11761;S&P INTER.;AA+;Aaa;AA+;;AAA;;5929913386.240000
COSTO AMORTIZADO;USD;BNCR COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus22;US912828ZG82;03/31/2020;03/31/2022;8660000.00;TV3398-1;12791;S&P INTER.;AA+;Aaa;AA+;;AAA;;5069186868.000000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp$;CRG0000B37I5;02/22/2019;12/10/2021;665000.00;TV2014-1;9086;S&P INTER.;B;B2;B;;B+;;393626549.290000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp$;CRG0000B37I5;02/22/2019;12/10/2021;5000000.00;TV2013-1;9085;S&P INTER.;B;B2;B;;B+;;2959598102.570000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp$;CRG0000B37I5;03/01/2019;12/10/2021;3000000.00;TV2075-1;9144;S&P INTER.;B;B2;B;;B+;;1777805613.760000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp$;CRG0000B37I5;03/04/2019;12/10/2021;2172000.00;TV2077-1;9157;S&P INTER.;B;B2;B;;B+;;1286126125.660000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;TP$;CRG0000B56H7;12/05/2018;05/26/2021;25000.00;TV1888-1;8190;S&P INTER.;B;B2;B;;B+;;14379480.880000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;TP$;CRG0000B56H7;12/05/2018;05/26/2021;73000.00;TV1891-1;8193;S&P INTER.;B;B2;B;;B+;;41986399.990000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;TP$;CRG0000B56H7;12/05/2018;05/26/2021;164000.00;TV1890-1;8192;S&P INTER.;B;B2;B;;B+;;94325616.360000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;TP$;CRG0000B56H7;12/05/2018;05/26/2021;237000.00;TV1893-1;8195;S&P INTER.;B;B2;B;;B+;;136312016.350000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;TP$;CRG0000B56H7;12/05/2018;05/26/2021;508000.00;TV1894-1;8197;S&P INTER.;B;B2;B;;B+;;292179344.120000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;TP$;CRG0000B56H7;12/05/2018;05/26/2021;2975000.00;TV1889-1;8191;S&P INTER.;B;B2;B;;B+;;1711158487.390000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp$;CRG0000B82H3;10/20/2017;11/18/2020;9000000.00;TV962-1;4392;S&P INTER.;B;B2;B;;B+;;5288423308.880000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp$;CRG0000B82H3;12/12/2018;11/18/2020;236000.00;TV1902-1;8300;S&P INTER.;B;B2;B;;B+;;137063779.030000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp$;CRG0000B82H3;12/12/2018;11/18/2020;423000.00;TV1901-1;8299;S&P INTER.;B;B2;B;;B+;;245669402.900000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp$;CRG0000B82H3;12/12/2018;11/18/2020;423000.00;TV1903-1;8301;S&P INTER.;B;B2;B;;B+;;245669402.900000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;tp$;CRG0000B82H3;02/26/2019;11/18/2020;850000.00;TV2027-1;9107;S&P INTER.;B;B2;B;;B+;;493676739.370000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;TPS$;CRG0000B20I1;05/30/2018;11/10/2021;2000000.00;TV1577-1;6358;S&P INTER.;B;B2;B;;B+;;1168058003.610000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;GOBIERNO DE COSTA RICA;G;TPS$;CRG0000B20I1;06/18/2018;11/10/2021;1000000.00;TV1623-1;6484;S&P INTER.;B;B2;B;;B+;;585822594.630000
COSTO AMORTIZADO;USD;FCD COSTO AMORTIZADO;UNITED STATES TREASURY (TESORERIA USA);USTES;bus20;US9128283L27;03/05/2020;12/15/2020;2000000.00;TV3308-1;12536;S&P INTER.;AA+;Aaa;AA+;;AAA;;1174345726.860000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B4270;09/11/2019;03/10/2021;187500000.00;TV2554-1;10870;S&P INTER.;B;B2;B;;B+;;201434562.500000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B4270;03/19/2020;03/10/2021;1000000000.00;TV3365-1;12683;S&P INTER.;B;B2;B;;B+;;1074317666.670000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B4270;03/20/2020;03/10/2021;1190000000.00;TV3373-1;12703;S&P INTER.;B;B2;B;;B+;;1278438023.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B4304;09/11/2019;09/07/2022;472000000.00;TV2555-1;10871;S&P INTER.;B;B2;B;;B+;;536031096.770000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B4304;10/22/2019;09/07/2022;100000000.00;TV2677-1;11444;S&P INTER.;B;B2;B;;B+;;113565910.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B4981;06/12/2019;10/28/2020;836400000.00;TV2305-1;10057;S&P INTER.;B;B2;B;;B+;;868618278.550000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;08/28/2019;04/28/2021;1000000000.00;TV2521-1;10746;S&P INTER.;B;B2;B;;B+;;1061292920.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;08/28/2019;04/28/2021;1100000000.00;TV2519-1;10744;S&P INTER.;B;B2;B;;B+;;1167422212.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;08/28/2019;04/28/2021;1300000000.00;TV2520-1;10745;S&P INTER.;B;B2;B;;B+;;1379680796.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;08/29/2019;04/28/2021;400000000.00;TV2523-1;10760;S&P INTER.;B;B2;B;;B+;;424517168.000000
